,facility_title,link,settlement,facility_type,facility_type_eng,address,website
1362,Петковичский ФАП,https://healthcare.by/instinfo.php?orgnum=17716,Петковичи,ФАП,FAP,"ул. Встречная, 27а, 225365, д. Петковичи, Барановичский р-н, Брестская обл.",
1363,Петревичский ФАП,https://healthcare.by/instinfo.php?orgnum=16789,Петревичи,ФАП,FAP,"ул. Маяковского, 39, 231412, д. Петревичи, Новогрудский р-н, Гродненская обл.",
1364,Петрицкий ФАП,https://healthcare.by/instinfo.php?orgnum=15640,Петрицкое,ФАП,FAP,"247632, д. Петрицкое, Брагинский р-н, Гомельская обл.",
1365,Петришковская амбулатория,https://healthcare.by/instinfo.php?orgnum=11379,Петришки,Амбулатория,Outpatient Clinic,"ул. Гагарина, 7а, д. Петришки, Минский р-н, Минская обл.",
1366,Петровичский ФАП,https://healthcare.by/instinfo.php?orgnum=15900,Петровичи,ФАП,FAP,"ул. Лесная, 8, 213837, д. Петровичи, Бобруйский р-н, Могилевская обл.",
1367,Петьковский ФАП,https://healthcare.by/instinfo.php?orgnum=18069,Петьки,ФАП,FAP,"ул. Трудовая, 1, 225882, д. Петьки, Кобринский р-н, Брестская обл.",
1368,Пилещинский ФАП,https://healthcare.by/instinfo.php?orgnum=17834,Пилещино,ФАП,FAP,"ул. Луговая, 53, 213215, д. Пилещино, Чаусский р-н, Могилевская обл.",
1369,Пинковичский ФАП,https://healthcare.by/instinfo.php?orgnum=17471,Пинковичи,ФАП,FAP,"ул. Березовая, 12, 225730, д. Пинковичи, Пинский р-н, Брестская обл.",
1370,Пищаловский ФАП,https://healthcare.by/instinfo.php?orgnum=15292,Пищалово,ФАП,FAP,"ул. Молодежная, 10, 211019, д. Пищалово, Оршанский р-н, Витебская обл.",
1371,Пластокский ФАП,https://healthcare.by/instinfo.php?orgnum=15384,Пласток,ФАП,FAP,"ул. Центральная, 24, 223826, д. Пласток, Любанский р-н, Минская обл.",
1372,Плесовически-Слободоской ФАП,https://healthcare.by/instinfo.php?orgnum=15842,Плесовичская Слободка,ФАП,FAP,"ул. Школьная, 62, 247219, д. Плесовичская Слободка, Жлобинский р-н, Гомельская обл.",
1373,Плесский ФАП,https://healthcare.by/instinfo.php?orgnum=15902,Плессы,ФАП,FAP,"ул. Шоссейная, 14, 213851, д. Плессы, Бобруйский р-н, Могилевская обл.",
1374,Плещицкий ФАП,https://healthcare.by/instinfo.php?orgnum=23348,Плещицы,ФАП,FAP,"ул. Школьная, 3, 225728, д. Плещицы, Пинский р-н, Брестская обл.",
1375,Плинский ФАП,https://healthcare.by/instinfo.php?orgnum=15467,Двор-Плино,ФАП,FAP,"ул. Молодежная, 11, 211489, д. Двор-Плино, Ушачский р-н, Витебская обл.",
1376,Плисский ФАП,https://healthcare.by/instinfo.php?orgnum=15139,Плисса,ФАП,FAP,"Плисский с/с, 211363, д. Плисса, Бешенковичский р-н, Витебская обл.",
1377,Поварчицкий ФАП,https://healthcare.by/instinfo.php?orgnum=17346,Поварчицы,ФАП,FAP,"ул. Школьная, 1, 223730, д. Поварчицы, Солигорский р-н, Минская обл.",
1378,Повстынский ФАП,https://healthcare.by/instinfo.php?orgnum=17170,Повстынь,ФАП,FAP,"ул. Набережная, 36, д. Повстынь, Слуцкий р-н, Минская обл.",
1379,Повятский ФАП,https://healthcare.by/instinfo.php?orgnum=15268,Повятье,ФАП,FAP,"211939, д. Повятье, Миорский р-н, Витебская обл.",
1380,Погорелковский ФАП,https://healthcare.by/instinfo.php?orgnum=16758,Погорелка,ФАП,FAP,"д. Погорелка, Кореличский р-н, Гродненская обл.",
1381,Погорельский ФАП,https://healthcare.by/instinfo.php?orgnum=17940,Погорелье,ФАП,FAP,"ул. Центральная, 118, 213724, д. Погорелое, Осиповичский р-н, Могилевская обл.",
1382,Погорельцевский ФАП,https://healthcare.by/instinfo.php?orgnum=14941,Погорельцы,ФАП,FAP,"д. Погорельцы, Несвижский р-н, Минская обл.",
1383,Погостский ФАП,https://healthcare.by/instinfo.php?orgnum=15777,Погост,ФАП,FAP,"ул. Солнечная, 5, 247925, д. Погост, Житковичский р-н, Гомельская обл.",
1384,Погостский ФАП,https://healthcare.by/instinfo.php?orgnum=17232,Погост,ФАП,FAP,"д. Погост, Вилейский р-н, Минская обл.",
1385,Погощанский ФАП,https://healthcare.by/instinfo.php?orgnum=15122,Погоща,ФАП,FAP,"ул. Советская, 18, 211997, д. Погоща, Браславский р-н, Витебская обл.",
1386,Подвеликовский ФАП,https://healthcare.by/instinfo.php?orgnum=16558,Подвеликое,ФАП,FAP,"231477, д. Подвеликое, Дятловский р-н, Гродненская обл.",
1387,Подгорский ФАП,https://healthcare.by/instinfo.php?orgnum=16464,Подгорье,ФАП,FAP,"ул. Центральная, 13а, 213151, д. Подгорье, Могилевский р-н, Могилевская обл.",
1388,Подкраичский ФАП,https://healthcare.by/instinfo.php?orgnum=17194,Подкраичи,ФАП,FAP,"ул. Коммунистическая, 1-А, 225247, д. Подкраичи, Березовский р-н, Брестская обл.",
1389,Подлесейский ФАП,https://healthcare.by/instinfo.php?orgnum=17669,Подлесейки,ФАП,FAP,"ул. Несвижская, 6г, 225361, д. Подлесейки, Барановичский р-н, Брестская обл.",
1390,Подлесский ФАП,https://healthcare.by/instinfo.php?orgnum=17780,Подлесье,ФАП,FAP,"ул. Колхозная, д. 25, 225123, д. Подлесье, Жабинковский р-н, Брестская обл.",
1391,Подлесский ФАП,https://healthcare.by/instinfo.php?orgnum=17171,Подлесье,ФАП,FAP,"ул. Минская, 6а, д. Подлесье, Слуцкий р-н, Минская обл.",
1392,Подлесье-Радванический ФАП,https://healthcare.by/instinfo.php?orgnum=17611,Подлесье-Радваничское,ФАП,FAP,"ул. Московская, 5, 225005, д. Подлесье-Радваничское, Брестский р-н, Брестская обл.",http://bgp3.by
1393,Подольский ФАП,https://healthcare.by/instinfo.php?orgnum=16912,Подольцы,ФАП,FAP,"ул. Садовая, 2, 231232, д. Подольцы, Островецкий р-н, Гродненская обл.",
1394,Подоресский ФАП,https://healthcare.by/instinfo.php?orgnum=17028,Подоресье,ФАП,FAP,"222921, ул. Новая, 1а, аг. Подоресье, Стародорожский р-н, Минская обл.",
1395,Подрукшанский ФАП,https://healthcare.by/instinfo.php?orgnum=17580,Подрукша,ФАП,FAP,"211965, д. Подрукша, Браславский р-н, Витебская обл.",
1396,Подсадсковский ФАП,https://healthcare.by/instinfo.php?orgnum=16856,Подсадские,ФАП,FAP,"ул. Центральная, 34, 223404, д. Подсадские, Узденский р-н, Минская обл.",
1397,Подсолтовский ФАП,https://healthcare.by/instinfo.php?orgnum=16568,Подсолтово,ФАП,FAP,"213481, д. Подсолтово, Мстиславский р-н, Могилевская обл.",
1398,Подстаринский ФАП,https://healthcare.by/instinfo.php?orgnum=17845,Подстаринь,ФАП,FAP,"д. Подстаринь, Ивацевичский р-н, Брестская обл.",
1399,Покрашевский ФАП,https://healthcare.by/instinfo.php?orgnum=17175,Покрашево,ФАП,FAP,"д. Покрашево, Слуцкий р-н, Минская обл.",
1400,Покрский ФАП,https://healthcare.by/instinfo.php?orgnum=17610,Заболотье,ФАП,FAP,"ул. Северная, 6-1, д. Покры, Брестский р-н, Брестская обл.",http://bgp3.by
1401,Полесский ФАП,https://healthcare.by/instinfo.php?orgnum=18116,Полесский,ФАП,FAP,"ул. Трудовая, 2, 225671, п. Полесский, Лунинецкий р-н, Брестская обл.",
1402,Полесский ФАП,https://healthcare.by/instinfo.php?orgnum=15366,Полесье,ФАП,FAP,"Полесский с/с, 211875, д. Полесье, Поставский р-н, Витебская обл.",
1403,Полецкишский ФАП,https://healthcare.by/instinfo.php?orgnum=16569,Полецкишки,ФАП,FAP,"д. Полецкишки, Вороновский р-н, Гродненская обл.",
1404,Полешенский ФАП,https://healthcare.by/instinfo.php?orgnum=15593,Полешино,ФАП,FAP,"211547, д. Полешино, Городокский р-н, Витебская обл.",
1405,Полкотичский ФАП,https://healthcare.by/instinfo.php?orgnum=17804,Полкотичи,ФАП,FAP,"ул. Школьная, 13, 225817, д. Полкотичи, Ивановский р-н, Брестская обл.",
1406,"Половский ФАП, Учреждение Здравоохранения «Поставская центральная районная больница»",https://healthcare.by/instinfo.php?orgnum=15337,Полово,ФАП,FAP,"211875, д. Полово, Поставский р-н, Витебская обл.",
1407,Полонечковский ФАП,https://healthcare.by/instinfo.php?orgnum=17717,Полонечка,ФАП,FAP,"ул. Озерная, 8, 225366, д. Полонечка, Барановичский р-н, Брестская обл.",
1408,Полонковский ФАП,https://healthcare.by/instinfo.php?orgnum=17670,Полонка,ФАП,FAP,"ул. Фабричная, 1, 225332, д. Полонка, Барановичский р-н, Брестская обл.",
1409,Полонский ФАП,https://healthcare.by/instinfo.php?orgnum=17379,Полонок,ФАП,FAP,"225155, д. Полонок, 40""А"", Пружанский р-н, Брестская обл.",
